Date,Close,High,Low,Open,Volume,volume_missing,delivery_pct,nse_traded_qty,ticker,sector,is_fno,trading_day,month,year,typical_price,daily_range,daily_range_pct
2023-08-10,543.2902221679688,547.0311264796395,539.9280558044107,543.3849066549969,27325801,0,0.3586489559811989,27325801.0,SBIN.NS,Banking,True,3,8,2023,543.416468150673,7.103070675228764,0.013074173591573882
2023-08-11,543.7638549804688,548.3571516956642,541.7276179100518,544.9950425510931,18221179,0,0.4423543064913637,18221179.0,SBIN.NS,Banking,True,4,8,2023,544.616208195395,6.629533785612466,0.01219193538682447
2023-08-14,531.1203002929688,542.6746410348028,529.0367211747788,542.6272987876729,28084093,0,0.4917082420998962,28084093.0,SBIN.NS,Banking,True,0,8,2023,534.2772208341835,13.637919860023999,0.025677647516958495
2023-08-16,535.429443359375,536.4239194959671,524.6801528799289,529.2261065424499,15725767,0,0.3812171450842429,15725767.0,SBIN.NS,Banking,True,2,8,2023,532.1778385784237,11.743766616038215,0.02193335977632428
2023-08-17,541.86962890625,542.8167050327628,534.1509353531953,535.8083185745926,27910162,0,0.4557456527841006,27910162.0,SBIN.NS,Banking,True,3,8,2023,539.6124230974027,8.665769679567461,0.015992351697324495
2023-08-18,542.6273193359375,544.805583030874,537.3710579967587,539.8334329901751,18253227,0,0.4701856279988191,18253227.0,SBIN.NS,Banking,True,4,8,2023,541.60132012119,7.434525034115268,0.01370097812843919
2023-08-21,541.4434814453125,545.0897017360593,540.5437474837812,542.6273267091841,9380810,0,0.2866520055304393,9380810.0,SBIN.NS,Banking,True,0,8,2023,542.3589768883843,4.545954252278079,0.008395990362915164
2023-08-22,538.4127807617188,544.0478953051733,537.4657046302118,542.2010852877467,14073413,0,0.3338605923097688,14073413.0,SBIN.NS,Banking,True,1,8,2023,539.9754602323679,6.582190674961453,0.012225175386158752
2023-08-23,546.3682861328125,547.362704587704,536.0451323697911,540.7805133977928,18579297,0,0.4029931272426508,18579297.0,SBIN.NS,Banking,True,2,8,2023,543.2587076967692,11.317572217912925,0.02071418218289819
2023-08-24,546.4155883789062,551.198311306055,545.0896586661597,547.5520913034119,24131644,0,0.3278014958284649,24131644.0,SBIN.NS,Banking,True,3,8,2023,547.567852783707,6.10865263989524,0.011179499212345418
2023-08-25,539.7860717773438,544.8529061378787,537.1816123237163,543.4322918904455,12271885,0,0.27984168691280925,12271885.0,SBIN.NS,Banking,True,4,8,2023,540.6068634129796,7.671293814162368,0.014211729822711502
2023-08-28,542.5325927734375,544.3794029745524,539.0757992325795,542.4852505231413,9711932,0,0.28905010867044784,9711932.0,SBIN.NS,Banking,True,0,8,2023,541.9959316601897,5.303603741972893,0.009775640786594523
2023-08-29,544.4267578125,545.8000299325134,541.5855290696916,543.290312559334,13144855,0,0.32485394475633245,13144855.0,SBIN.NS,Banking,True,1,8,2023,543.937438938235,4.214500862821865,0.007741171429111378
2023-08-30,537.37109375,547.1259676797906,536.139848366429,546.1788914185498,15281416,0,0.44163125982566015,15281416.0,SBIN.NS,Banking,True,2,8,2023,540.2123032654066,10.986119313361655,0.020444194786690004
2023-08-31,531.6412353515625,540.1175794383171,529.7944828887896,539.1705031784551,27898476,0,0.37451178336766494,27898476.0,SBIN.NS,Banking,True,3,8,2023,533.851099226223,10.323096549527463,0.019417411335110282
2023-09-01,539.4072265625,540.9699253809107,532.3514974630689,532.9197778538285,18121168,0,0.4319846822235741,18121168.0,SBIN.NS,Banking,True,4,9,2023,537.5762164688266,8.618427917841814,0.015977590757848725
2023-09-04,545.089599609375,545.8472488753125,538.3653828923951,541.7274912508851,12108655,0,0.4005619121198845,12108655.0,SBIN.NS,Banking,True,0,9,2023,543.1007437923608,7.481865982917384,0.013725937879348787
2023-09-05,542.6746215820312,547.6467712562122,541.11192284817,545.1369963939355,14444729,0,0.24157386407180087,14444729.0,SBIN.NS,Banking,True,1,9,2023,543.8111052288045,6.534848408042194,0.01204192742419295
2023-09-06,540.3069458007812,543.8584813779117,537.9392554160275,543.8584813779117,20609936,0,0.2759176447709493,20609936.0,SBIN.NS,Banking,True,2,9,2023,540.7015608649068,5.9192259618841945,0.010955302366345473
2023-09-07,548.4044799804688,550.2512901918436,537.9392991892722,537.9392991892722,12390597,0,0.389711488477916,12390597.0,SBIN.NS,Banking,True,3,9,2023,545.5316897871949,12.311991002571403,0.02245056605483947
2023-09-08,552.5715942382812,557.3543172604112,549.0200586567578,550.2512460973644,14032068,0,0.4181113574991227,14032068.0,SBIN.NS,Banking,True,4,9,2023,552.9819900518168,8.334258603653439,0.015082676508448098
2023-09-11,560.385009765625,560.9532323744613,554.3710410982075,555.9337399799246,10946134,0,0.4777684066356213,10946134.0,SBIN.NS,Banking,True,0,9,2023,558.5697610794313,6.582191276253866,0.011745837525180762
2023-09-12,557.2122192382812,562.7999915400404,553.7080837932164,562.2317689827164,16093060,0,0.3785842468741184,16093060.0,SBIN.NS,Banking,True,1,9,2023,557.9067648571794,9.091907746824063,0.016316777401710354
2023-09-13,564.8836059570312,566.3515624928049,552.5716154680572,557.2596541767706,19377172,0,0.3056907375338362,19377172.0,SBIN.NS,Banking,True,2,9,2023,561.2689279726311,13.779947024747685,0.024394312172330734
2023-09-14,565.6885986328125,571.749909391221,563.6997617490858,566.7777593769611,13178911,0,0.3817379903392625,13178911.0,SBIN.NS,Banking,True,3,9,2023,567.0460899243731,8.05014764213513,0.01423070512927284
2023-09-15,567.1091918945312,568.9086597168509,563.6997408474365,567.6300722204844,11756389,0,0.47224441110276294,11756389.0,SBIN.NS,Banking,True,4,9,2023,566.5725308196062,5.208918869414447,0.009185036927391544
2023-09-18,571.9866333007812,576.2011335888857,565.4517849614788,567.1091681687718,19305055,0,0.3263290366176113,19305055.0,SBIN.NS,Banking,True,0,9,2023,571.2131839503819,10.749348627406903,0.018793006692088762
2023-09-20,569.2874755859375,574.6858214384503,567.6774923043499,569.0507065380637,21314600,0,0.3755054282041418,21314600.0,SBIN.NS,Banking,True,2,9,2023,570.5502631095792,7.008329134100336,0.012310703176610434
2023-09-21,557.0228881835938,574.4963977678915,553.7081214953073,568.2457179919575,23453425,0,0.3542665943247095,23453425.0,SBIN.NS,Banking,True,3,9,2023,561.7424691489308,20.7882762725842,0.0373203268906473
